Title,Year,Languages,Suggestion ID,Suggestions
Sahara,2017,"Danish, German, English, Spanish, Spanish, Finnish, French, Italian, Japanese, Norwegian, Dutch, Polish, Portuguese, Portuguese, Swedish, Turkish",80161029,"81002813, 81354554, 81381727, 81159137, 81370442, 80245121, 80195962, 81487903, 81018682, 81050165, 81199052, 81349324"
Firedrake the Silver Dragon,2021,"Danish, German, English, Spanish, Finnish, French, Hindi, Indonesian, Italian, Japanese, Malay, Norwegian, Dutch, Portuguese, Swedish",81370442,"81354554, 81050165, 81018682, 81159137, 81381727, 80245121, 80161029, 80234520, 81487903, 81002813, 80195962, 81153694"
Super PupZ,2022,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Unknown",81309532,"81040639, 81488581, 80204923, 81107362, 81489833, 81329721, 60022058, 81191433, 80245121, 28631029, 80992263"
Latte and the Magic Waterstone,2020,"Greek, English, Spanish, Spanish, French, Hindi, Japanese, Korean, Romanian, Thai, Chinese",81050165,"81381727, 81370442, 80195962, 81159137, 81349324, 80234520, 81354554, 80161029, 80214236, 81487903, 81002813, 81018682"
Pup Academy,2020,"Arabic, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Italian, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Chinese",81040639,"81488581, 81309532, 80204923, 81329721, 28631029, 81107362, 80245121, 60022058, 81349324, 81191433, 80992263"
The Sea Beast,2022,"Arabic, Unknown, Catalan, Czech, Danish, German, Greek, English, Spanish, Spanish, Basque, Finnish, Unknown, French, Galician, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Tamil",81018682,"80234520, 81153694, 81002813, 80214236, 80237245, 70143241, 70298991, 81370442, 81267965, 81555726, 81476885, 81349324"
Circle,2015,"English, Chinese",80070182,"81128579, 81345798, 81488262, 81001691, 81198941, 80998510, 60022700, 81084263, 81439267, 81157374, 81619948, 80177400"
Thanksgiving,2023,"German, English, Spanish, French, Hindi, Polish, Thai",81753224,"81345798, 81489841, 81619948, 81483977, 70206131, 80188939, 81325689, 81616656, 81001691, 70251537, 81210788, 80149258"
The Lord of the Rings: The Two Towers,2002,"English, Hindi",60004483,"60004484, 60004480, 60034569, 81516447, 70056440, 70213512, 60022643, 80093133, 70131314, 70019508, 80133543, 70269488"
The Lord of the Rings: The Return of the King,2003,"English, Hindi",60004484,"60004480, 60004483, 81516447, 70213512, 70056440, 70019508, 60022643, 80093133, 60034569, 70097578, 80161352, 80133543"
Van Helsing,2004,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Russian, Turkish",60034569,"80121349, 80106735, 70305899, 70019508, 80997687, 60022643, 80161352, 70217912, 60004480, 70075481, 328942, 70117305"
Matilda,1996,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",70033005,"80993016, 28631029, 70021648, 81180203, 60022058, 70044595, 80994666, 70021640, 70039180, 81011712, 80146758, 80991404"
The Angry Birds Movie 2,2019,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Dutch, Polish, Portuguese, Tamil, Telugu, Turkish",81073593,"80091938, 81161575, 70113007, 80121840, 70021636, 80095314, 70273612, 80011621, 81555726, 70143241, 81489833"
Alvin and the Chipmunks: The Road Chip,2015,"Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hungarian, Italian, Japanese, Norwegian, Dutch, Unknown, Polish, Portuguese, Portuguese, Swedish, Turkish, Vietnamese",80063956,"70189308, 70077552, 70115628, 28631029, 80104199, 70021636, 60022058, 81165117, 80121840, 81040639, 80095314, 80146758"
"Tad, The Lost Explorer and the Emerald Tablet",2022,"Arabic, Danish, German, Greek, English, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Italian, Norwegian, Dutch, Polish, Portuguese, Portuguese, Swedish, Turkish, Ukrainian",81669979,"81180203, 80237245, 81165117, 81073593, 81489833, 81018682, 81215996, 81476885, 80228012, 80027979, 80244283, 81110501"
Spirited Away,2001,"Arabic, Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Russian, sme, Swedish, Thai, Turkish, Vietnamese, Chinese",60023642,"70028883, 60032294, 70106454, 60027106, 70216227, 80158156, 80217130, 81451264, 70045021, 60027393, 70019058, 81565710"
Ponyo,2008,"Arabic, Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",70106454,"60023642, 60032294, 70028883, 80158156, 70216227, 60027106, 80217130, 70019058, 81451264, 60027393, 70045021, 81565710"
Howl’s Moving Castle,2004,"Arabic, Danish, German, English, Spanish, Spanish, Finnish, French, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Russian, Swedish, Thai, Vietnamese, Chinese",70028883,"60023642, 70106454, 60027106, 60032294, 80217130, 70216227, 80158156, 60027393, 70045021, 70019058, 81565710, 81451264"
The Imaginary,2024,"Arabic, Czech, German, English, Spanish, Spanish, Filipino (Tagalog), French, Hindi, Hungarian, Indonesian, Japanese, Japanese, Dutch, Polish, Portuguese, Thai, Turkish",81565710,"80217130, 80158156, 70028883, 70106454, 70216227, 60023642, 81451264, 81478031, 60027106, 60032294, 70045021, 81316559"
My Neighbor Totoro,1988,"Arabic, Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",60032294,"60023642, 70028883, 60027106, 70106454, 80158156, 80217130, 70216227, 70045021, 60027393, 70019058, 81451264, 81565710"
Mary and The Witch's Flower,2017,"Czech, Danish, German, English, Spanish, Finnish, French, Hebrew, Hungarian, Italian, Japanese, Norwegian, Polish, Portuguese, Swedish, Thai",80217130,"81565710, 70216227, 60023642, 60032294, 70106454, 81451264, 80158156, 70028883, 70045021, 60027106, 81478031, 60027393"
Arrietty,2010,"Danish, German, English, Spanish, Finnish, French, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Swedish, Thai, Vietnamese, Chinese",70216227,"70028883, 60027106, 60023642, 60032294, 70106454, 80217130, 70019058, 70045021, 81565710, 80158156, 60027393, 81451264"
Kiki’s Delivery Service,1989,"Arabic, Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",60027106,"70028883, 60023642, 60032294, 80217130, 70106454, 70216227, 70019058, 70045021, 80158156, 60027393, 81565710, 81451264"
Whisper of the Heart,1995,"Czech, German, English, Spanish, Finnish, French, Indonesian, Italian, Japanese, Korean, Norwegian, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",70045021,"70028883, 60023642, 60027106, 70216227, 70019058, 80217130, 70106454, 60032294, 60027393, 81565710, 80158156, 81451264"
Pokémon: Mewtwo Strikes Back - Evolution,2019,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",81223075,"81037695, 80158156, 81451264, 70155614, 80217006, 70155571, 80091938, 81294811, 80146758, 81555726, 70298991, 81073593"
The Cat Returns,2002,"German, English, Spanish, Finnish, French, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Thai, Turkish, Vietnamese, Chinese",70019058,"70028883, 70045021, 60027106, 60023642, 70106454, 70216227, 80217130, 81565710, 60032294, 60027393, 80158156, 81451264"
The Secret Life of Pets,2016,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Indonesian, isl, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, yue, Chinese",80095314,"70021636, 81349324, 80146758, 80121840, 81073593, 81555726, 81489833, 81002813, 80996790, 70113007, 80091938, 81218917"
The Croods,2013,"Arabic, Czech, Danish, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, isl, Italian, Japanese, Korean, Norwegian, Dutch, Unknown, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, yue, Chinese",70143241,"81018682, 70021636, 70298991, 81555726, 81153694, 80091938, 80121840, 70113007, 80095314, 80146758, 81073593"
Jungle Beat: The Movie,2021,"Danish, German, English, Spanish, Finnish, French, Hindi, Indonesian, Italian, Japanese, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Swedish, Thai, Chinese",81381727,"81002813, 81159137, 80195962, 81050165, 81349324, 81370442, 80237245, 81354554, 81018682, 80161029, 70021636, 80057506"
How to Train Your Dragon 2,2014,"Danish, German, English, Spanish, Spanish, Finnish, French, Unknown, Hebrew, Hindi, isl, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Russian, Swedish, Thai, Turkish, Vietnamese, yue, Chinese",70298991,"80039394, 70143241, 81018682, 81555726, 70021636, 70113007, 80091938, 80158156, 81370442, 81037695, 81153694, 80095314"
The Angry Birds Movie,2016,"Catalan, German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Swedish, Turkish",80091938,"81073593, 81161575, 70113007, 70021636, 80095314, 80121840, 81555726, 81312563, 70273612, 80011621, 80146758"
The Boss Baby,2017,"Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, isl, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Chinese",80146758,"80178943, 81500342, 81500345, 70021636, 80095314, 80121840, 70113007, 80091938, 28631029, 80996790, 80158156, 81555726"
Horrid Henry,2006,"English, Hindi",70301529,"81450320, 80158156, 81068804, 80097036, 80025494, 70155547, 81422836, 28631029, 81450276, 80993016"
Alvin and the Chipmunks: The Squeakquel,2009,"Danish, German, English, Spanish, Spanish, Finnish, French, Italian, Japanese, Korean, Norwegian, Dutch, Unknown, Polish, Portuguese, Portuguese, Swedish, Turkish, yue, Chinese",70115628,"70189308, 70077552, 80063956, 28631029, 80104199, 70021636, 60022058, 70301529, 70155547, 80146758, 80095314, 81165117"
The Tom and Jerry Show,2014,"English, Hindi",80104199,"70199841, 70155547, 70171947, 70155567, 81422836, 28631029, 70155571, 70077552, 60022058"
Chhota Bheem aur Krishna,2009,"English, Hindi, Tamil",81450320,"81450278, 81450432, 81450276, 81318057, 80158156, 81318062, 81451264, 70155571, 80146758, 81318081, 81318082, 81570077"
DC League of Super-Pets,2022,"English, Hindi",81489833,"81555726, 80095314, 81349324, 81309532, 81218917, 81227574, 70177043, 80237245, 81476885, 81662920, 80217006, 70298991"
Cloudy with a Chance of Meatballs 2,2013,"German, English, Spanish, Spanish, French, Hindi, Croatian, Italian, Japanese, Korean, Dutch, Polish, Portuguese, Turkish",70273612,"70113007, 80091938, 80121840, 81073593, 70021636, 81399614, 70143241, 80095314, 80146758, 80011621, 81555726"
The Emoji Movie,2017,"Arabic, Unknown, bul, Catalan, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, isl, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Unknown",80121840,"70113007, 81153694, 81312563, 80095314, 80011621, 80146758, 81073593, 81002813, 80091938, 70021636, 70273612, 81399614"
The Mitchells vs. The Machines,2021,"Arabic, Catalan, Czech, Danish, German, Greek, English, Spanish, Spanish, est, Finnish, Unknown, French, Unknown, Hebrew, Hindi, Croatian, Hungarian, Indonesian, isl, Italian, Japanese, Korean, lit, lav, Malay, Norwegian, Dutch, Unknown, Polish, Portuguese, Portuguese",81399614,"80988892, 81153694, 80121840, 80239482, 70113007, 80232279, 81018682, 81476885, 80214236, 81002813, 81267965, 81199052"
The Babysitter,2017,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",80164456,"81012366, 80188939, 81325689, 70251537, 81619948, 81753224, 80175147, 81483977, 70206131, 81630892, 81334749, 81489841"
Carrie,2013,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",70251537,"81619948, 81345798, 81034937, 81616656, 80188939, 80164456, 81084263, 81630892, 81753224, 70251894, 81157374, 80100649"
The Babysitter: Killer Queen,2020,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",81012366,"80164456, 81325689, 80188939, 81334749, 81334750, 81619948, 70251537, 81231974, 81753224, 81084263, 81285617, 80122759"
Fear Street Part 1: 1994,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",81325689,"81334749, 81334750, 81483977, 81753224, 80164456, 81489841, 80240798, 81149049, 81012366, 80188939, 70251894, 81517749"
The Ritual,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Turkish",80217312,"80237905, 80158148, 80991313, 80206910, 81021447, 81034937, 70084793, 80219131, 80106763, 81599888, 81754653, 70251894"
There's Someone Inside Your House,2021,"Unknown, Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Russian, Thai, Turkish",80240798,"81478540, 70155777, 81325689, 81488262, 80991313, 81345798, 81248435, 81753224, 81410539, 81483977, 81048729, 80188939"
Things Heard & Seen,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",81048729,"70155777, 81085815, 80240798, 80991313, 81616656, 80217312, 80237905, 81410539, 80206910, 81034937, 80135164, 80106763"
Wild Things,1998,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",8188050,"81346196, 60010341, 70123922, 81630892, 80013272, 70294663, 81446391, 81036535, 80155477, 80202902, 81674326, 81170838"
Fatal Attraction,1987,"German, English, Spanish, Spanish, French, Hindi, Italian, Polish, Portuguese, Russian, Turkish",60010341,"70294663, 81630892, 8188050, 80103337, 80013272, 80045292, 70123922, 80164400, 81346196, 8179348, 81068703, 1180086"
Barbarian,2022,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",81622499,"81630892, 81345798, 81616656, 81619948, 81760372, 81624341, 81489841, 81753224, 81034937, 80188939, 81210788, 81198941"
Don't Worry Darling,2022,"English, Hindi",81592177,"81630892, 81140933, 80222729, 80992607, 70028900, 80205227, 81426931, 81522433, 81283586, 8188050, 8179348, 81760391"
Unfriended: Dark Web,2018,"English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",80998510,"81488262, 81084263, 80177400, 81001691, 80070182, 80188939, 80219131, 81616656, 81619948, 81345798, 81630892, 81157374"
Killer Book Club,2023,"Czech, German, English, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian",81478540,"81517749, 81345798, 81488262, 81325689, 80240798, 81753224, 81483306, 81486809, 81084263, 81149049, 81489841, 81248435"
Texas Chainsaw Massacre,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Russian, Tamil, Telugu, Thai, Turkish, Ukrainian",81483977,"81489841, 81149049, 81325689, 81753224, 70206131, 70084793, 81334749, 80164456, 81388045, 81345798, 81034937, 81619948"
Nobody Sleeps in the Woods Tonight,2020,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",81149049,"81388045, 81483977, 70084793, 70206131, 81325689, 81248435, 81753224, 80217312, 81489841, 70305901, 80198645, 81345798"
Don’t Listen,2020,"German, English, Spanish, French, Italian, Polish, Portuguese, Russian, Turkish",81085815,"81048729, 81410539, 80206910, 80991313, 70155777, 80219131, 80217312, 80237905, 81616656, 70299902, 70305901, 70099609"
Locke & Key,2020,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",80241239,"81116060, 80220679, 81690671, 80241581, 80236319, 81258637, 80238357, 81150303, 80223989, 81679967, 80199393, 80218885"
Wednesday,2022,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian",81231974,"80223989, 81277950, 81406219, 80218885, 80133311, 80050008, 80186863, 80231433, 81127150, 81012366, 81078393"
Shadowhunters: The Mortal Instruments,2016,"Danish, German, English, Spanish, Spanish, Finnish, French, Italian, Japanese, Norwegian, Dutch, Polish, Portuguese, Portuguese, Russian, Swedish, Turkish",80084447,"80220679, 80238357, 80236319, 81258637, 80242724, 80241239, 80199393, 81351571, 80223989, 81150303, 81116060, 70143860"
The Craft: Legacy,2020,"German, English, Spanish, French, Hindi, Italian, Japanese, Polish, Tamil, Telugu",81351571,"80223989, 70251537, 80084447, 81621599, 80188939, 80238357, 81753224, 81619948, 81210788, 81478540, 81616656, 81630892"
